-3.584237251268118651e-01,3.434171129518842069e-01
2.580817176558128923e-01,1.507483016705604695e-01
2.871229402993728530e-01,-2.051183577522999180e-01
-1.378356652667849305e-02,-2.807308302777206110e-01
-9.344919894646128156e-02,1.591066400214558030e-01
-1.977111346490681154e-01,-1.190260580567931992e-01
-1.853023308101025279e-01,-2.535616924496158497e-01
-2.010614297271407225e-01,-3.799379675670407942e-03
-3.409756561755054594e-01,7.032470934512764782e-02
4.796359547838908721e-01,2.226132481732006618e-01
